from	to	edge
Alk	PlexA	1
Alk	Ric	1
Alk	Spred	1
Alk	brat	1
Alk	CG42322	1
Alk	Sh	1
Alk	shi	1
Alk	Ank2	1
Alk	CaMKII	1
Alk	CG10077	1
Alk	Cyp1	1
Alk	fne	1
Alk	His4r	1
Alk	nAChRalpha5	1
Alk	PPP4R2r	1
Alk	Rbp1-like	1
Alk	RpLP2	1
Alk	RpS26	1
Alk	simj	1
Alk	Snap25	1
alphaSnap	Appl	1
alphaSnap	Atox1	1
alphaSnap	bol	1
alphaSnap	brp	1
alphaSnap	CanA-14F	1
alphaSnap	CG15628	1
alphaSnap	CG42540	1
alphaSnap	Stacl	1
alphaSnap	CG4612	1
alphaSnap	CG6329	1
alphaSnap	CG7990	1
alphaSnap	Con	1
alphaSnap	cpx	1
alphaSnap	lncRNA:CR31451	1
alphaSnap	dpr8	1
alphaSnap	eIF4EHP	1
alphaSnap	Frq1	1
alphaSnap	Hasp	1
alphaSnap	hwt	1
alphaSnap	kek1	1
alphaSnap	Mid1	1
alphaSnap	Nca	1
alphaSnap	nrv3	1
alphaSnap	Nrx-1	1
alphaSnap	Pdcd4	1
alphaSnap	Pkc53E	1
alphaSnap	pum	1
alphaSnap	Pvf3	1
alphaSnap	qvr	1
alphaSnap	Rim	1
alphaSnap	St3	1
alphaSnap	Syt1	1
alphaSnap	Teh1	1
alphaSnap	CG2269	1
alphaSnap	Argk1	1
alphaSnap	ATPsynC	1
alphaSnap	ATPsynCF6	1
alphaSnap	ATPsynD	1
alphaSnap	ATPsyndelta	1
alphaSnap	ATPsynE	1
alphaSnap	ATPsynF	1
alphaSnap	ATPsyngamma	1
alphaSnap	ATPsynO	1
alphaSnap	blw	1
alphaSnap	Cchl	1
alphaSnap	CG11076	1
alphaSnap	CG11752	1
alphaSnap	Pdhb	1
alphaSnap	Apt1	1
alphaSnap	CG33199	1
alphaSnap	CG6330	1
alphaSnap	CG8245	1
alphaSnap	comt	1
alphaSnap	COX4	1
alphaSnap	COX5B	1
alphaSnap	COX6B	1
alphaSnap	COX7A	1
alphaSnap	Cyt-c-p	1
alphaSnap	EMRE	1
alphaSnap	Fie	1
alphaSnap	Gpdh1	1
alphaSnap	Gs1	1
alphaSnap	Hsp60A	1
alphaSnap	Idh3b	1
alphaSnap	IscU	1
alphaSnap	kdn	1
alphaSnap	Idh3a	1
alphaSnap	Lis-1	1
alphaSnap	ND-13B	1
alphaSnap	ND-19	1
alphaSnap	ND-30	1
alphaSnap	ND-42	1
alphaSnap	ND-49	1
alphaSnap	ND-51	1
alphaSnap	ND-ASHI	1
alphaSnap	ND-B22	1
alphaSnap	porin	1
alphaSnap	RFeSP	1
alphaSnap	roh	1
alphaSnap	Scsalpha1	1
alphaSnap	SdhC	1
alphaSnap	SdhD	1
alphaSnap	sesB	1
alphaSnap	Tom20	1
alphaSnap	UQCR-11	1
alphaSnap	UQCR-C1	1
alphaSnap	UQCR-C2	1
alphaSnap	14-3-3zeta	1
alphaSnap	alc	1
alphaSnap	Atpalpha	1
alphaSnap	brat	1
alphaSnap	Cbp53E	1
alphaSnap	CG11658	1
alphaSnap	CG13920	1
alphaSnap	CG14591	1
alphaSnap	CG2017	1
alphaSnap	CG31030	1
alphaSnap	CG31808	1
alphaSnap	CG4678	1
alphaSnap	CG7407	1
alphaSnap	CG7781	1
alphaSnap	futsch	1
alphaSnap	gammaSnap1	1
alphaSnap	Gapdh1	1
alphaSnap	Gbeta5	1
alphaSnap	Ggamma1	1
alphaSnap	kcc	1
alphaSnap	MESK2	1
alphaSnap	Mlf	1
alphaSnap	mlt	1
alphaSnap	nSyb	1
alphaSnap	PMCA	1
alphaSnap	Pur-alpha	1
alphaSnap	PyK	1
alphaSnap	Rab3	1
alphaSnap	RNASEK	1
alphaSnap	Rop	1
alphaSnap	Sap47	1
alphaSnap	shi	1
alphaSnap	stmA	1
alphaSnap	Syx6	1
alphaSnap	TM4SF	1
alphaSnap	Tsp42Ej	1
alphaSnap	Vha13	1
alphaSnap	Vha14-1	1
alphaSnap	Vha36-1	1
alphaSnap	Vha44	1
alphaSnap	Vha68-1	1
alphaSnap	VhaAC39-1	1
alphaSnap	ATP6AP2	1
alphaSnap	VhaSFD	1
alphaSnap	Ank2	1
alphaSnap	CaMKII	1
alphaSnap	CG9813	1
alphaSnap	Mnn1	1
alphaSnap	p120ctn	1
alphaSnap	RpL13A	1
alphaSnap	RpL21	1
alphaSnap	RpL26	1
alphaSnap	RpL27A	1
alphaSnap	RpLP1	1
alphaSnap	RpS11	1
alphaSnap	RpS12	1
alphaSnap	RpS15	1
alphaSnap	RpS20	1
alphaSnap	RpS21	1
alphaSnap	RpS24	1
alphaSnap	RpS26	1
alphaSnap	RpS3A	1
alphaSnap	sif	1
alphaSnap	Snap25	1
alphaSnap	sta	1
alphaSnap	Syx1A	1
aPKC	Ca-beta	1
aPKC	Lrp4	1
aPKC	Rbp9	1
Appl	beat-IIIb	1
Appl	brp	1
Appl	Ca-alpha1D	1
Appl	CadN	1
Appl	Cals	1
Appl	CG11000	1
Appl	aus	1
Appl	CG32017	1
Appl	CG32809	1
Appl	CG42392	1
Appl	OtopLa	1
Appl	CG42540	1
Appl	CG4467	1
Appl	CG4577	1
Appl	CG6329	1
Appl	Srrm234	1
Appl	Lrp4	1
Appl	Cngl	1
Appl	Con	1
Appl	Cow	1
Appl	cpx	1
Appl	lncRNA:CR31451	1
Appl	DopEcR	1
Appl	dpr8	1
Appl	dtn	1
Appl	Flo2	1
Appl	GluClalpha	1
Appl	Glut1	1
Appl	Hasp	1
Appl	Hipk	1
Appl	hwt	1
Appl	IA-2	1
Appl	Ih	1
Appl	jeb	1
Appl	mmd	1
Appl	mspo	1
Appl	nAChRalpha1	1
Appl	nAChRalpha6	1
Appl	Nckx30C	1
Appl	Nlg3	1
Appl	nrv3	1
Appl	Rbp9	1
Appl	Rdl	1
Appl	RhoGAPp190	1
Appl	Rim	1
Appl	Spn	1
Appl	Syt1	1
Appl	Ten-a	1
Appl	tty	1
Appl	unc-13	1
Appl	14-3-3epsilon	1
Appl	7B2	1
Appl	amon	1
Appl	CG2269	1
Appl	CG9919	1
Appl	Df31	1
Appl	fax	1
Appl	Ric	1
Appl	Spred	1
Appl	ATPsynC	1
Appl	ATPsynF	1
Appl	CG33199	1
Appl	COX5A	1
Appl	COX8	1
Appl	Cyt-c-p	1
Appl	Fie	1
Appl	Gpdh1	1
Appl	Hsp60A	1
Appl	levy	1
Appl	ND-MLRQ	1
Appl	porin	1
Appl	UQCR-11	1
Appl	brat	1
Appl	CG12822	1
Appl	CG14591	1
Appl	CG9328	1
Appl	Fis1	1
Appl	gammaSnap1	1
Appl	Ggamma1	1
Appl	lncRNA:CR34335	1
Appl	nSyb	1
Appl	Pur-alpha	1
Appl	PyK	1
Appl	RNASEK	1
Appl	Sap47	1
Appl	Sh	1
Appl	shi	1
Appl	slo	1
Appl	Syt7	1
Appl	Syx6	1
Appl	TM4SF	1
Appl	Tsp42Ej	1
Appl	Vha14-1	1
Appl	Vha44	1
Appl	cass	1
Appl	Ank2	1
Appl	awd	1
Appl	CaMKII	1
Appl	cathD	1
Appl	CG10077	1
Appl	CG11155	1
Appl	CG11360	1
Appl	Cyp1	1
Appl	dnc	1
Appl	dysc	1
Appl	eEF1alpha1	1
Appl	eEF1alpha2	1
Appl	elav	1
Appl	fne	1
Appl	FoxP	1
Appl	His4r	1
Appl	Hrb27C	1
Appl	nAChRalpha5	1
Appl	lncRNA:noe	1
Appl	pAbp	1
Appl	para	1
Appl	Rbp1-like	1
Appl	Rdh	1
Appl	RpL13A	1
Appl	RpL18A	1
Appl	RpL27	1
Appl	RpL30	1
Appl	RpL35A	1
Appl	RpL39	1
Appl	RpLP0	1
Appl	RpLP1	1
Appl	RpLP2	1
Appl	RpS10b	1
Appl	RpS11	1
Appl	RpS13	1
Appl	RpS15	1
Appl	RpS17	1
Appl	RpS19a	1
Appl	RpS20	1
Appl	RpS28b	1
Appl	RpS4	1
Appl	Snap25	1
Appl	Syx1A	1
Appl	Tctp	1
Appl	Uhg5	1
Atox1	CanB	1
Atox1	jus	1
Atox1	CG15628	1
Atox1	CG31324	1
Atox1	CG32647	1
Atox1	CG42392	1
Atox1	CG6329	1
Atox1	CG7990	1
Atox1	cpx	1
Atox1	lncRNA:CR31451	1
Atox1	DopEcR	1
Atox1	eIF4EHP	1
Atox1	IA-2	1
Atox1	Nckx30C	1
Atox1	nrv3	1
Atox1	Rbp9	1
Atox1	Syt1	1
Atox1	tipE	1
Atox1	7B2	1
Atox1	Df31	1
Atox1	fax	1
Atox1	Argk1	1
Atox1	ATPsynC	1
Atox1	ATPsynCF6	1
Atox1	ATPsynD	1
Atox1	ATPsyndelta	1
Atox1	ATPsynE	1
Atox1	ATPsynF	1
Atox1	ATPsyngamma	1
Atox1	ATPsynO	1
Atox1	blw	1
Atox1	Cchl	1
Atox1	CG10340	1
Atox1	CG11752	1
Atox1	CG13623	1
Atox1	Apt1	1
Atox1	CG33199	1
Atox1	CG7430	1
Atox1	CG7630	1
Atox1	CG8187	1
Atox1	CG8245	1
Atox1	comt	1
Atox1	COX4	1
Atox1	COX5A	1
Atox1	COX5B	1
Atox1	COX6B	1
Atox1	COX7A	1
Atox1	COX7C	1
Atox1	COX8	1
Atox1	Cyt-c-p	1
Atox1	Droj2	1
Atox1	Fie	1
Atox1	Gpdh1	1
Atox1	Gs1	1
Atox1	Idh3a	1
Atox1	Pdha	1
Atox1	levy	1
Atox1	ND-13A	1
Atox1	ND-15	1
Atox1	ND-19	1
Atox1	ND-23	1
Atox1	ND-30	1
Atox1	ND-42	1
Atox1	ND-ACP	1
Atox1	ND-B14	1
Atox1	ND-B14.5A	1
Atox1	ND-B14.5B	1
Atox1	ND-B15	1
Atox1	ND-B16.6	1
Atox1	ND-B18	1
Atox1	ND-B22	1
Atox1	ND-MWFE	1
Atox1	NP15.6	1
Atox1	porin	1
Atox1	QIL1	1
Atox1	RFeSP	1
Atox1	roh	1
Atox1	Scsalpha1	1
Atox1	SdhC	1
Atox1	SdhD	1
Atox1	sesB	1
Atox1	UQCR-11	1
Atox1	UQCR-14	1
Atox1	UQCR-C2	1
Atox1	alc	1
Atox1	Atg8a	1
Atox1	Atpalpha	1
Atox1	CG11050	1
Atox1	Ypel	1
Atox1	CG31808	1
Atox1	CG3662	1
Atox1	CG3793	1
Atox1	CG4678	1
Atox1	CG7582	1
Atox1	CG7781	1
Atox1	CG9328	1
Atox1	Csp	1
Atox1	Eno	1
Atox1	Fas1	1
Atox1	Fis1	1
Atox1	fs(1)h	1
Atox1	gammaSnap1	1
Atox1	Gapdh1	1
Atox1	Gapdh2	1
Atox1	Ggamma1	1
Atox1	Glut4EF	1
Atox1	MESK2	1
Atox1	nSyb	1
Atox1	Pgk	1
Atox1	Pur-alpha	1
Atox1	Rm62	1
Atox1	RNASEK	1
Atox1	Rop	1
Atox1	Sap47	1
Atox1	shi	1
Atox1	slo	1
Atox1	stmA	1
Atox1	TM4SF	1
Atox1	Tpi	1
Atox1	Tsp42Ej	1
Atox1	veli	1
Atox1	Vha13	1
Atox1	Vha14-1	1
Atox1	Vha16-1	1
Atox1	Vha44	1
Atox1	Vha55	1
Atox1	Vha68-1	1
Atox1	VhaSFD	1
Atox1	Bsg	1
Atox1	Calr	1
Atox1	CaMKII	1
Atox1	cathD	1
Atox1	CG10077	1
Atox1	CG11360	1
Atox1	CG9005	1
Atox1	chrb	1
Atox1	CNBP	1
Atox1	Cyp1	1
Atox1	elav	1
Atox1	fne	1
Atox1	Hrb27C	1
Atox1	nAChRalpha5	1
Atox1	p120ctn	1
Atox1	ringer	1
Atox1	RpL18A	1
Atox1	RpL22	1
Atox1	RpL23A	1
Atox1	RpL32	1
Atox1	RpLP2	1
Atox1	RpS11	1
Atox1	RpS12	1
Atox1	RpS15	1
Atox1	RpS20	1
Atox1	RpS21	1
Atox1	RpS29	1
Atox1	Snap25	1
Atox1	sqd	1
Atox1	sta	1
Atox1	Syx1A	1
ATPCL	CG14762	1
ATPCL	Hasp	1
ATPCL	Hs3st-A	1
beat-IIIb	bol	1
beat-IIIb	CanB	1
beat-IIIb	CG11000	1
beat-IIIb	CG15628	1
beat-IIIb	CG17816	1
beat-IIIb	CG32700	1
beat-IIIb	side-VI	1
beat-IIIb	CG42540	1
beat-IIIb	CG42541	1
beat-IIIb	CG42750	1
beat-IIIb	stol	1
beat-IIIb	Cngl	1
beat-IIIb	Con	1
beat-IIIb	Frq1	1
beat-IIIb	Galphao	1
beat-IIIb	Ggamma30A	1
beat-IIIb	GluClalpha	1
beat-IIIb	Hs3st-A	1
beat-IIIb	jeb	1
beat-IIIb	mspo	1
beat-IIIb	nAChRbeta1	1
beat-IIIb	Nckx30C	1
beat-IIIb	Nlg2	1
beat-IIIb	Nlg3	1
beat-IIIb	nmo	1
beat-IIIb	nwk	1
beat-IIIb	Pde6	1
beat-IIIb	Pvf3	1
beat-IIIb	Rab26	1
beat-IIIb	Rbp6	1
beat-IIIb	shakB	1
beat-IIIb	shep	1
beat-IIIb	Teh2	1
beat-IIIb	Pal2	1
beat-IIIb	futsch	1
BicD	CG32206	1
BicD	Ggamma30A	1
BicD	Mid1	1
BicD	nAChRbeta1	1
BicD	nrv3	1
BicD	Rdl	1
BicD	tutl	1
BicD	alphaTub84D	1
BicD	sesB	1
BicD	CG1695	1
BicD	Eno	1
BicD	futsch	1
BicD	kcc	1
BicD	lap	1
BicD	nSyb	1
BicD	PMCA	1
BicD	Tsp42Ej	1
bol	CanB	1
bol	Pits	1
bol	jus	1
bol	CG17816	1
bol	CG32264	1
bol	CG32700	1
bol	CG42540	1
bol	CG42795	1
bol	Stacl	1
bol	stol	1
bol	CG6329	1
bol	cindr	1
bol	Con	1
bol	cpx	1
bol	lncRNA:CR31451	1
bol	dpr9	1
bol	Dscam2	1
bol	eIF4EHP	1
bol	Frq1	1
bol	Galphao	1
bol	Ggamma30A	1
bol	Hasp	1
bol	heph	1
bol	Hs3st-A	1
bol	IA-2	1
bol	Ih	1
bol	inaE	1
bol	kek1	1
bol	Mid1	1
bol	miple1	1
bol	mmd	1
bol	msi	1
bol	nAChRalpha6	1
bol	nAChRalpha7	1
bol	nAChRbeta1	1
bol	NaCP60E	1
bol	Nckx30C	1
bol	Nlg3	1
bol	nmo	1
bol	nrv3	1
bol	nwk	1
bol	Pkc53E	1
bol	ps	1
bol	qvr	1
bol	Rbp9	1
bol	Rdl	1
bol	Reph	1
bol	Rim	1
bol	shakB	1
bol	shep	1
bol	slgA	1
bol	Syt1	1
bol	unc-13	1
bol	CG2269	1
bol	CG30172	1
bol	Argk1	1
bol	ATPsynB	1
bol	blw	1
bol	CG11267	1
bol	CG14757	1
bol	CG33199	1
bol	CG5065	1
bol	comt	1
bol	Gs1	1
bol	Hsp60A	1
bol	IscU	1
bol	kdn	1
bol	levy	1
bol	ND-49	1
bol	sesB	1
bol	Bgb	1
bol	CG33181	1
bol	ctp	1
bol	gammaSnap1	1
bol	Gbeta5	1
bol	RNASEK	1
bol	Sap47	1
bol	shi	1
bol	Vha36-1	1
bol	VhaM9.7-a	1
bol	chinmo	1
bol	ftz-f1	1
bol	lncRNA:noe	1
bol	RpL12	1
bol	RpL13A	1
bol	RpL34b	1
bol	RpL36A	1
bol	RpL6	1
bol	RpS11	1
bol	RpS13	1
bol	RpS20	1
bol	RpS26	1
bol	RpS3A	1
bol	Snap25	1
brp	Cadps	1
brp	CG13928	1
brp	CG42750	1
brp	CG43867	1
brp	CG4467	1
brp	Cow	1
brp	Dhit	1
brp	dpr21	1
brp	GABA-B-R1	1
brp	Ggamma30A	1
brp	Ktl	1
brp	mei-P26	1
brp	mspo	1
brp	mub	1
brp	mura	1
brp	Nlg2	1
brp	Nlg3	1
brp	Nrx-1	1
brp	nwk	1
brp	Pkc53E	1
brp	Plc21C	1
brp	qvr	1
brp	Rbp9	1
brp	Rdl	1
brp	Rim	1
brp	Scgbeta	1
brp	shakB	1
brp	Syt4	1
brp	tty	1
brp	tutl	1
brp	unc-13	1
brp	CG31140	1
brp	comt	1
brp	CG31030	1
brp	nSyb	1
brp	Oda	1
brp	Rab3	1
brp	slo	1
brp	Vha16-1	1
brp	Ank2	1
brp	CaMKII	1
brp	eEF1alpha2	1
brp	FoxP	1
Ca-alpha1D	OtopLa	1
Ca-alpha1D	stol	1
Ca-alpha1D	Ih	1
Ca-alpha1D	nAChRalpha1	1
Ca-alpha1D	Nrx-1	1
Ca-alpha1D	Plc21C	1
Ca-alpha1D	Rab26	1
Ca-alpha1D	Rbp9	1
Ca-alpha1D	RhoGAP100F	1
Ca-alpha1D	Tomosyn	1
Ca-alpha1D	tty	1
Ca-alpha1D	X11Lbeta	1
Ca-alpha1D	Sh	1
Ca-alpha1D	slo	1
Ca-alpha1D	Ank2	1
Ca-alpha1D	nAChRalpha5	1
Ca-alpha1D	Rbp1-like	1
Ca-alpha1D	Syx1A	1
Ca-beta	CG32647	1
Ca-beta	CG31140	1
Ca-beta	CG9919	1
CadN	Cals	1
CadN	CanB	1
CadN	CASK	1
CadN	PAN3	1
CadN	CG13928	1
CadN	CG15765	1
CadN	CG16779	1
CadN	aus	1
CadN	CG31221	1
CadN	CG32809	1
CadN	CG42392	1
CadN	OtopLa	1
CadN	CG42541	1
CadN	CG42750	1
CadN	Stacl	1
CadN	stol	1
CadN	CG6044	1
CadN	Lrp4	1
CadN	Cow	1
CadN	cpx	1
CadN	lncRNA:CR31451	1
CadN	Dhit	1
CadN	Dop2R	1
CadN	dpr21	1
CadN	dtn	1
CadN	enc	1
CadN	GluClalpha	1
CadN	IA-2	1
CadN	Ih	1
CadN	miple1	1
CadN	mmd	1
CadN	msi	1
CadN	nAChRalpha6	1
CadN	Nlg2	1
CadN	Nlg3	1
CadN	nrv3	1
CadN	Nrx-1	1
CadN	Pdcd4	1
CadN	Plc21C	1
CadN	Pvf3	1
CadN	Rbp9	1
CadN	Rdl	1
CadN	RhoGAPp190	1
CadN	Rim	1
CadN	Spn	1
CadN	tty	1
CadN	unc-13	1
CadN	X11Lbeta	1
CadN	7B2	1
CadN	CG2269	1
CadN	CG31140	1
CadN	CG9646	1
CadN	CG9919	1
CadN	Cirl	1
CadN	Df31	1
CadN	dpr19	1
CadN	fax	1
CadN	Ric	1
CadN	brat	1
CadN	CG13920	1
CadN	CG31030	1
CadN	CG9328	1
CadN	Sap47	1
CadN	Syt7	1
CadN	CG9813	1
CadN	fne	1
CadN	nAChRalpha5	1
Cadps	CG13928	1
Cadps	CG17816	1
Cadps	CG2258	1
Cadps	CG32432	1
Cadps	CG32647	1
Cadps	Dora	1
Cadps	CG42795	1
Cadps	stol	1
Cadps	CG7990	1
Cadps	Cow	1
Cadps	lncRNA:CR31451	1
Cadps	lncRNA:CR45054	1
Cadps	DopEcR	1
Cadps	dpr21	1
Cadps	eIF4EHP	1
Cadps	Frq1	1
Cadps	Mid1	1
Cadps	miple1	1
Cadps	mub	1
Cadps	nAChRalpha1	1
Cadps	nAChRalpha7	1
Cadps	NaCP60E	1
Cadps	Nckx30C	1
Cadps	nrv3	1
Cadps	qvr	1
Cadps	Rbp6	1
Cadps	Syt1	1
Cadps	Teh2	1
Cadps	tutl	1
Cadps	CG2269	1
Cadps	CG33199	1
Cadps	CG8245	1
Cadps	Fie	1
Cadps	Atpalpha	1
Cadps	CG33181	1
Cadps	para	1
Cadps	sif	1
Cadps	Snap25	1
Cals	PAN3	1
Cals	CG13928	1
Cals	CG16779	1
Cals	CG32809	1
Cals	l(3)80Fg	1
Cals	OtopLa	1
Cals	Lrp4	1
Cals	Cow	1
Cals	cpx	1
Cals	IA-2	1
Cals	kek1	1
Cals	miple1	1
Cals	Nlg2	1
Cals	Pdcd4	1
Cals	RhoGAP71E	1
Cals	RhoGAPp190	1
Cals	Rim	1
Cals	Spn	1
Cals	unc-13	1
Cals	14-3-3epsilon	1
Cals	7B2	1
Cals	amon	1
Cals	CG17841	1
Cals	CG2269	1
Cals	CG2852	1
Cals	CG30172	1
Cals	CG43324	1
Cals	CG9919	1
Cals	Df31	1
Cals	fax	1
Cals	PlexA	1
Cals	Ric	1
Cals	CG9328	1
Cals	ctp	1
Cals	futsch	1
Cals	Ank2	1
Cals	fne	1
CaMKI	CG6329	1
CaMKI	lncRNA:CR31451	1
CaMKI	nrv3	1
CaMKI	RhoGAP93B	1
CaMKI	Syt1	1
CaMKI	COX6B	1
CaMKI	Cyt-c-p	1
CaMKI	ND-15	1
CaMKI	porin	1
CaMKI	SdhD	1
CaMKI	Tom20	1
CaMKI	CG9328	1
CaMKI	igl	1
CaMKI	Pur-alpha	1
CaMKI	PyK	1
CaMKI	Sap47	1
CaMKI	Snap25	1
Camta	CanA-14F	1
Camta	CG15628	1
Camta	CG42750	1
Camta	lncRNA:CR31451	1
Camta	fend	1
Camta	nAChRalpha7	1
Camta	tipE	1
Camta	tutl	1
Camta	futsch	1
CanA-14F	CG12531	1
CanA-14F	CG15628	1
CanA-14F	CG16779	1
CanA-14F	CG31221	1
CanA-14F	CG7646	1
CanA-14F	Con	1
CanA-14F	cpx	1
CanA-14F	dpr9	1
CanA-14F	eIF4EHP	1
CanA-14F	heph	1
CanA-14F	Hs3st-A	1
CanA-14F	IA-2	1
CanA-14F	jeb	1
CanA-14F	mub	1
CanA-14F	mura	1
CanA-14F	nAChRalpha1	1
CanA-14F	Pkc53E	1
CanA-14F	Rbp6	1
CanA-14F	RhoGAP93B	1
CanA-14F	Rim	1
CanA-14F	slgA	1
CanA-14F	Spn	1
CanA-14F	Syt1	1
CanA-14F	CG30172	1
CanA-14F	CG31140	1
CanA-14F	blw	1
CanA-14F	CG11099	1
CanA-14F	lncRNA:Hsromega	1
CanA-14F	nSyb	1
CanA-14F	Syt7	1
CanA-14F	CaMKII	1
CanA-14F	Snap25	1
CanB	CG11000	1
CanB	PAN3	1
CanB	CG12531	1
CanB	CG13928	1
CanB	jus	1
CanB	CG14762	1
CanB	CG15765	1
CanB	CG31221	1
CanB	CG32700	1
CanB	CG33543	1
CanB	CG40498	1
CanB	CG42260	1
CanB	CG42392	1
CanB	CG42540	1
CanB	CG42541	1
CanB	CG43066	1
CanB	Stacl	1
CanB	CG4577	1
CanB	CG6329	1
CanB	CG7646	1
CanB	cindr	1
CanB	Cngl	1
CanB	Con	1
CanB	cpo	1
CanB	cpx	1
CanB	lncRNA:CR31451	1
CanB	Dop2R	1
CanB	DopEcR	1
CanB	dpr12	1
CanB	dpr7	1
CanB	dpr8	1
CanB	dpr9	1
CanB	Frq1	1
CanB	Galphao	1
CanB	Ggamma30A	1
CanB	GluClalpha	1
CanB	Hasp	1
CanB	heph	1
CanB	IA-2	1
CanB	Ih	1
CanB	jeb	1
CanB	Ktl	1
CanB	l(3)neo38	1
CanB	mei-P26	1
CanB	Mid1	1
CanB	miple1	1
CanB	nAChRalpha6	1
CanB	nAChRalpha7	1
CanB	nAChRbeta1	1
CanB	NaCP60E	1
CanB	Nckx30C	1
CanB	Nlg2	1
CanB	nrv3	1
CanB	nwk	1
CanB	Pdcd4	1
CanB	Pde9	1
CanB	Pdp1	1
CanB	Pkc53E	1
CanB	Plc21C	1
CanB	ps	1
CanB	qvr	1
CanB	Rap1	1
CanB	Rbp9	1
CanB	Rdl	1
CanB	Reph	1
CanB	RhoGAP71E	1
CanB	RhoGAPp190	1
CanB	Rim	1
CanB	Rtnl1	1
CanB	Sdc	1
CanB	shakB	1
CanB	shep	1
CanB	Syt1	1
CanB	Tet	1
CanB	Tsp97E	1
CanB	unc-13	1
CanB	7B2	1
CanB	amon	1
CanB	CG12194	1
CanB	CG2269	1
CanB	CG30172	1
CanB	CG31140	1
CanB	CG43324	1
CanB	CG8726	1
CanB	Df31	1
CanB	dpr19	1
CanB	fax	1
CanB	Gbeta13F	1
CanB	Pcd	1
CanB	Ric	1
CanB	Smox	1
CanB	AP-1sigma	1
CanB	AP-2sigma	1
CanB	ATPsynB	1
CanB	CG5065	1
CanB	Cyt-c-p	1
CanB	Gpdh1	1
CanB	Gs1	1
CanB	Hsp60A	1
CanB	Idh3b	1
CanB	IscU	1
CanB	ND-ACP	1
CanB	porin	1
CanB	sesB	1
CanB	14-3-3zeta	1
