from,to,edge
AGO1,mei-P26,1
AGO1,mtd,1
AGO1,nSyb,1
AGO1,pan,1
AGO1,para,1
AGO1,scrt,1
AGO1,shep,1
AGO1,sno,1
AGO1,toc,1
AGO1,unc-13,1
AMPdeam,Drak,1
AMPdeam,Mef2,1
AMPdeam,Nrg,1
AMPdeam,cpx,1
AMPdeam,dysc,1
AMPdeam,msi,1
AMPdeam,mtd,1
AMPdeam,rut,1
AMPdeam,shakB,1
AP-1gamma,CG32432,1
AP-1gamma,stol,1
AP-1gamma,Ca-alpha1T,1
AP-1gamma,Hs3st-A,1
AP-1gamma,Maf1,1
AP-1gamma,Nrx-1,1
AP-1gamma,Psi,1
AP-1gamma,Ptp99A,1
AP-1gamma,Sh,1
AP-1gamma,Srrm234,1
AP-1gamma,dpr9,1
AP-1gamma,jus,1
AP-1gamma,msi,1
AP-1gamma,ttv,1
ATPsynC,RpL10,1
ATPsynC,RpL12,1
ATPsynC,RpL26,1
ATPsynC,RpL41,1
ATPsynC,RpL8,1
ATPsynC,eEF1alpha1,1
ATPsynbeta,lncRNA:alphagamma-element:CR32865,1
Abl,Ace,1
Abl,CG10082,1
Abl,CG17684,1
Abl,CG32432,1
Abl,Dora,1
Abl,CG42450,1
Abl,CG43066,1
Abl,Ca-alpha1T,1
Abl,Drak,1
Abl,Fas1,1
Abl,Galphao,1
Abl,Hasp,1
Abl,MFS17,1
Abl,NaCP60E,1
Abl,Nrx-1,1
Abl,Pitslre,1
Abl,Pka-C1,1
Abl,Pkc53E,1
Abl,Ptp99A,1
Abl,Rbp6,1
Abl,RhoGAPp190,1
Abl,Rsf1,1
Abl,Sdc,1
Abl,Srrm234,1
Abl,Syx1A,1
Abl,Ten-a,1
Abl,Tet,1
Abl,Tomosyn,1
Abl,cass,1
Abl,cpo,1
Abl,dpr9,1
Abl,ftz-f1,1
Abl,jus,1
Abl,kek1,1
Abl,lncRNA:noe,1
Abl,nAChRalpha4,1
Abl,nwk,1
Abl,para,1
Abl,scrt,1
Abl,shep,1
Abl,stai,1
Ace,Acn,1
Ace,Ank2,1
Ace,Appl,1
Ace,Asator,1
Ace,Atpalpha,1
Ace,Bacc,1
Ace,CASK,1
Ace,CG10077,1
Ace,CG10082,1
Ace,CG11155,1
Ace,CG11360,1
Ace,CG12605,1
Ace,CG13928,1
Ace,CG14408,1
Ace,Prp39,1
Ace,aus,1
Ace,CG17684,1
Ace,CG17698,1
Ace,CG17715,1
Ace,CG17816,1
Ace,CG17839,1
Ace,CG2225,1
Ace,CG2269,1
Ace,CG31140,1
Ace,CG31211,1
Ace,CG31221,1
Ace,CG31712,1
Ace,CG3198,1
Ace,CG32017,1
Ace,CG32206,1
Ace,CG32432,1
Ace,CG32767,1
Ace,CG32809,1
Ace,CG33181,1
Ace,Dora,1
Ace,CG40498,1
Ace,CG42238,1
Ace,CG42268,1
Ace,CG42322,1
Ace,CG42340,1
Ace,CG42450,1
Ace,CG43066,1
Ace,hbt,1
Ace,CG43867,1
Ace,CG4467,1
Ace,CG44838,1
Ace,CG4577,1
Ace,stol,1
Ace,CG46385,1
Ace,CG4887,1
Ace,CG6329,1
Ace,Ciz1,1
Ace,CG9932,1
Ace,Ca-alpha1D,1
Ace,Ca-alpha1T,1
Ace,CaMKII,1
Ace,CadN,1
Ace,Cadps,1
Ace,CanA-14F,1
Ace,Caper,1
Ace,Cirl,1
Ace,Cow,1
Ace,Dap160,1
Ace,Dhit,1
Ace,DopEcR,1
Ace,Dsp1,1
Ace,Dys,1
Ace,E(Pc),1
Ace,EcR,1
Ace,Eip93F,1
Ace,EndoA,1
Ace,Evi5,1
Ace,Fas1,1
Ace,Flo2,1
Ace,FoxP,1
Ace,G9a,1
Ace,Galphao,1
Ace,Ggamma30A,1
Ace,Glut4EF,1
Ace,Hasp,1
Ace,His3.3B,1
Ace,Hk,1
Ace,Hrb27C,1
Ace,Hs3st-A,1
Ace,Hs6st,1
Ace,IA-2,1
Ace,Jupiter,1
Ace,Lar,1
Ace,Liprin-gamma,1
Ace,MFS17,1
Ace,Maf1,1
Ace,Mnn1,1
Ace,Moca-cyp,1
Ace,Msp300,1
Ace,NaCP60E,1
Ace,NfI,1
Ace,Nrx-1,1
Ace,OtopLa,1
Ace,PAN3,1
Ace,Pde1c,1
Ace,Pdp1,1
Ace,Pgant2,1
Ace,Pits,1
Ace,Pitslre,1
Ace,Pka-R2,1
Ace,Pkc53E,1
Ace,Prosap,1
Ace,PsGEF,1
Ace,Psi,1
Ace,Ptp99A,1
Ace,Pzl,1
Ace,Rbp1-like,1
Ace,Rbp6,1
Ace,Rbp9,1
Ace,Reph,1
Ace,RhoGAP93B,1
Ace,RhoGAPp190,1
Ace,Rsf1,1
Ace,SK,1
Ace,Saf-B,1
Ace,Sap47,1
Ace,Sema1a,1
Ace,Sh,1
Ace,Shal,1
Ace,Snap25,1
Ace,Spn,1
Ace,Srrm234,1
Ace,Syn,1
Ace,Syt1,1
Ace,Syt4,1
Ace,Syt7,1
Ace,Ten-a,1
Ace,Tet,1
Ace,Tob,1
Ace,Tomosyn,1
Ace,Vha44,1
Ace,Yeti,1
Ace,Ythdc1,1
Ace,aPKC,1
Ace,alpha-Man-Ia,1
Ace,amon,1
Ace,anne,1
Ace,Taf3,1
Ace,bol,1
Ace,brat,1
Ace,brp,1
Ace,bun,1
Ace,cac,1
Ace,capu,1
Ace,cass,1
Ace,chinmo,1
Ace,chn,1
Ace,cindr,1
Ace,cpo,1
Ace,cpx,1
Ace,ctp,1
Ace,dlg1,1
Ace,dnc,1
Ace,dpr7,1
Ace,dpr9,1
Ace,dtn,1
Ace,dysc,1
Ace,elav,1
Ace,enc,1
Ace,ewg,1
Ace,ftz-f1,1
Ace,futsch,1
Ace,fz2,1
Ace,glo,1
Ace,hdc,1
Ace,heph,1
Ace,hig,1
Ace,hiw,1
Ace,hth,1
Ace,hwt,1
Ace,inaE,1
Ace,jim,1
Ace,jus,1
Ace,jvl,1
Ace,kcc,1
Ace,kek1,1
Ace,kirre,1
Ace,l(3)80Fg,1
Ace,l(3)neo38,1
Ace,lncRNA:CR31451,1
Ace,lncRNA:CR34335,1
Ace,lncRNA:CR46006,1
Ace,lncRNA:noe,1
Ace,mei-P26,1
Ace,miple1,1
Ace,msi,1
Ace,mtd,1
Ace,mub,1
Ace,mura,1
Ace,nAChRalpha4,1
Ace,nSyb,1
Ace,nmo,1
Ace,nocte,1
Ace,nrv3,1
Ace,nwk,1
Ace,onecut,1
Ace,orb2,1
Ace,pan,1
Ace,para,1
Ace,ps,1
Ace,pum,1
Ace,px,1
Ace,qkr58E-1,1
Ace,qvr,1
Ace,rut,1
Ace,sbr,1
Ace,scrt,1
Ace,shakB,1
Ace,shep,1
Ace,sky,1
Ace,slo,1
Ace,sm,1
Ace,sno,1
Ace,ssx,1
Ace,stai,1
Ace,su(w[a]),1
Ace,trio,1
Ace,ttv,1
Ace,unc-104,1
Ace,unc-119,1
Ace,unc-13,1
Ace,unk,1
Ace,wech,1
Acn,Ank2,1
Acn,Appl,1
Acn,Asator,1
Acn,B52,1
Acn,CASK,1
Acn,CG10011,1
Acn,CG10077,1
Acn,CG10082,1
Acn,CG11122,1
Acn,CG11155,1
Acn,CG11360,1
Acn,CG11537,1
Acn,CG12605,1
Acn,CG13928,1
Acn,CG14408,1
Acn,Prp39,1
Acn,aus,1
Acn,CG17684,1
Acn,CG17715,1
Acn,CG17816,1
Acn,CG2225,1
Acn,CG2269,1
Acn,CG31140,1
Acn,CG31211,1
Acn,CG31221,1
Acn,CG31712,1
Acn,CG3198,1
Acn,CG32017,1
Acn,CG32206,1
Acn,CG32432,1
Acn,CG32647,1
Acn,CG32809,1
Acn,CG33181,1
Acn,Dora,1
Acn,CG40498,1
Acn,CG42238,1
Acn,CG42268,1
Acn,CG42322,1
Acn,CG42340,1
Acn,CG42450,1
Acn,CG43066,1
Acn,hbt,1
Acn,CG43867,1
Acn,CG44247,1
Acn,CG4467,1
Acn,CG44838,1
Acn,CG4577,1
Acn,stol,1
Acn,CG4887,1
Acn,CG5746,1
Acn,CG6329,1
Acn,Ciz1,1
Acn,CG9932,1
Acn,Ca-alpha1D,1
Acn,Ca-alpha1T,1
Acn,CaMKII,1
Acn,CadN,1
Acn,Cadps,1
Acn,Caper,1
Acn,Cow,1
Acn,Dap160,1
Acn,Dhit,1
Acn,DopEcR,1
Acn,Dys,1
Acn,EcR,1
Acn,Eip93F,1
Acn,EndoA,1
Acn,Evi5,1
Acn,Fas1,1
Acn,FoxP,1
Acn,Galphao,1
Acn,Ggamma30A,1
Acn,Hasp,1
Acn,Haspin,1
Acn,Hk,1
Acn,Hs3st-A,1
Acn,Hs6st,1
Acn,IA-2,1
Acn,Jupiter,1
Acn,Kdm4B,1
Acn,Lar,1
Acn,Liprin-gamma,1
Acn,Maf1,1
Acn,Moca-cyp,1
Acn,NaCP60E,1
Acn,Nadsyn,1
Acn,NfI,1
Acn,Nrx-1,1
Acn,OtopLa,1
Acn,PAN3,1
Acn,Pde1c,1
Acn,Pgant2,1
Acn,Pits,1
Acn,Pitslre,1
Acn,Pkc53E,1
Acn,Prosap,1
Acn,PsGEF,1
Acn,Psi,1
Acn,Ptp99A,1
Acn,Pzl,1
Acn,Rbp1-like,1
Acn,Rbp6,1
Acn,Rbp9,1
Acn,Reph,1
Acn,RhoGAP93B,1
Acn,RhoGAPp190,1
Acn,Rsf1,1
Acn,SF2,1
Acn,SK,1
Acn,Saf-B,1
Acn,Sap47,1
Acn,Sema1a,1
Acn,Sh,1
Acn,Shal,1
Acn,Slip1,1
Acn,Snap25,1
Acn,Spn,1
Acn,Srrm234,1
Acn,Syt1,1
Acn,Syt4,1
Acn,Syt7,1
Acn,Syx1A,1
Acn,Ten-a,1
Acn,Tet,1
Acn,Tob,1
Acn,Tomosyn,1
Acn,Uhg5,1
Acn,Vha44,1
Acn,Yeti,1
Acn,Ythdc1,1
Acn,aPKC,1
Acn,alpha-Man-Ia,1
Acn,amon,1
Acn,anne,1
Acn,bol,1
Acn,brat,1
Acn,brp,1
Acn,cac,1
Acn,capu,1
Acn,cass,1
Acn,chinmo,1
Acn,chn,1
Acn,cindr,1
Acn,cpx,1
Acn,dlg1,1
Acn,dpr7,1
Acn,dpr9,1
Acn,dtn,1
Acn,dysc,1
Acn,eIF4EHP,1
Acn,east,1
Acn,elav,1
Acn,enc,1
Acn,ewg,1
Acn,ftz-f1,1
Acn,futsch,1
Acn,fwe,1
Acn,fz2,1
Acn,g,1
Acn,hdc,1
Acn,heph,1
Acn,hfp,1
Acn,hig,1
Acn,hppy,1
Acn,hth,1
Acn,hwt,1
Acn,inaE,1
Acn,jim,1
Acn,jus,1
Acn,kcc,1
Acn,kek1,1
Acn,kirre,1
Acn,l(3)80Fg,1
Acn,l(3)neo38,1
Acn,lncRNA:CR31451,1
Acn,lncRNA:CR34335,1
Acn,lncRNA:CR46006,1
Acn,lncRNA:noe,1
Acn,mbl,1
Acn,mbt,1
Acn,mei-P26,1
Acn,miple1,1
Acn,msi,1
Acn,mtd,1
Acn,mub,1
Acn,mura,1
Acn,nAChRalpha4,1
Acn,nSyb,1
Acn,ninaE,1
Acn,nmo,1
Acn,nocte,1
Acn,nonA,1
Acn,nrv3,1
Acn,nwk,1
Acn,onecut,1
Acn,orb2,1
Acn,pan,1
Acn,para,1
Acn,px,1
Acn,qkr58E-1,1
Acn,qkr58E-3,1
Acn,qvr,1
Acn,robo1,1
Acn,rut,1
Acn,sbr,1
Acn,scaf6,1
Acn,scrt,1
Acn,shakB,1
Acn,shep,1
Acn,sky,1
Acn,slo,1
Acn,sm,1
Acn,sno,1
Acn,ssx,1
Acn,stai,1
Acn,su(w[a]),1
Acn,trio,1
Acn,ttv,1
Acn,unc-104,1
Acn,unc-119,1
Acn,unc-13,1
Acn,unk,1
Acn,wech,1
Acsl,Diap1,1
Ald1,Nplp2,1
Ald1,RpL10Ab,1
Ald1,RpL14,1
Ald1,RpL17,1
Ald1,RpL18A,1
Ald1,RpL19,1
Ald1,RpL23,1
Ald1,RpL26,1
Ald1,RpL27,1
Ald1,RpL27A,1
Ald1,RpL28,1
Ald1,RpL29,1
Ald1,RpL31,1
Ald1,RpL35,1
Ald1,RpL35A,1
Ald1,RpL37A,1
Ald1,RpL37a,1
Ald1,RpL4,1
Ald1,RpL41,1
Ald1,RpL7,1
Ald1,RpL7A,1
Ald1,RpL8,1
Ald1,RpL9,1
Ald1,RpLP0,1
Ald1,RpLP1,1
Ald1,RpLP2,1
Ald1,RpS10b,1
Ald1,RpS11,1
Ald1,RpS13,1
Ald1,RpS14a,1
Ald1,RpS15,1
Ald1,RpS18,1
Ald1,RpS21,1
Ald1,RpS23,1
Ald1,RpS26,1
Ald1,RpS27,1
Ald1,RpS27A,1
Ald1,RpS28b,1
Ald1,RpS29,1
Ald1,RpS3,1
Ald1,RpS4,1
Ald1,RpS7,1
Ald1,RpS8,1
Ald1,RpS9,1
Ald1,Tctp,1
Ald1,eEF1alpha1,1
Ald1,eEF5,1
Ank,Arr2,1
Ank,CG32017,1
Ank,Gprk1,1
Ank,Hsc70Cb,1
Ank,Myo81F,1
Ank,Uhg5,1
Ank,mei-P26,1
Ank,ninaE,1
Ank,nwk,1
Ank2,Appl,1
Ank2,Asator,1
Ank2,Atpalpha,1
Ank2,B52,1
Ank2,Bacc,1
Ank2,CASK,1
Ank2,CG10077,1
Ank2,CG10082,1
Ank2,CG11155,1
Ank2,CG11360,1
Ank2,CG12605,1
Ank2,CG12991,1
Ank2,CG13917,1
Ank2,CG13928,1
Ank2,CG14408,1
Ank2,aus,1
Ank2,CG17684,1
Ank2,CG17816,1
Ank2,CG2225,1
Ank2,CG2269,1
Ank2,CG31140,1
Ank2,CG31211,1
Ank2,CG31221,1
Ank2,CG31712,1
Ank2,CG3198,1
Ank2,CG32017,1
Ank2,CG32206,1
Ank2,CG32432,1
Ank2,CG32647,1
Ank2,CG32809,1
Ank2,CG33181,1
Ank2,Dora,1
Ank2,CG40498,1
Ank2,CG42238,1
Ank2,CG42268,1
Ank2,CG42322,1
Ank2,CG42340,1
Ank2,CG42450,1
Ank2,CG43066,1
Ank2,hbt,1
Ank2,CG43867,1
Ank2,CG44247,1
Ank2,CG4467,1
Ank2,CG4577,1
Ank2,stol,1
Ank2,CG4887,1
Ank2,CG5746,1
Ank2,CG6329,1
Ank2,Ciz1,1
Ank2,CG9813,1
Ank2,CG9932,1
Ank2,Ca-alpha1D,1
Ank2,Ca-alpha1T,1
Ank2,CaMKI,1
Ank2,CaMKII,1
Ank2,CadN,1
Ank2,Cadps,1
Ank2,Cam,1
Ank2,Camta,1
Ank2,Caper,1
Ank2,Cow,1
Ank2,Dhit,1
Ank2,DopEcR,1
Ank2,Drak,1
Ank2,Dys,1
Ank2,EcR,1
Ank2,Eip93F,1
Ank2,EndoA,1
Ank2,Evi5,1
Ank2,Fas1,1
Ank2,Flo2,1
Ank2,FoxP,1
Ank2,Galphao,1
Ank2,Ggamma30A,1
Ank2,Hasp,1
Ank2,Hk,1
Ank2,Hrb27C,1
Ank2,Hrb98DE,1
Ank2,Hs3st-A,1
Ank2,IA-2,1
Ank2,Jupiter,1
Ank2,Kdm4B,1
Ank2,Lar,1
Ank2,Liprin-gamma,1
Ank2,Maf1,1
Ank2,Moca-cyp,1
Ank2,Msp300,1
Ank2,Myo81F,1
Ank2,NaCP60E,1
Ank2,NaPi-III,1
Ank2,NfI,1
Ank2,Nrx-1,1
Ank2,OtopLa,1
Ank2,PAN3,1
Ank2,Pal2,1
Ank2,Pde1c,1
Ank2,Pdp1,1
Ank2,Pgant2,1
Ank2,Pits,1
Ank2,Pitslre,1
Ank2,Pka-R2,1
Ank2,Pkc53E,1
Ank2,Prosap,1
Ank2,PsGEF,1
Ank2,Psi,1
Ank2,Ptp99A,1
Ank2,Rbp1-like,1
Ank2,Rbp6,1
Ank2,Rbp9,1
Ank2,Reph,1
Ank2,RhoGAP93B,1
Ank2,RhoGAPp190,1
Ank2,SK,1
Ank2,SPoCk,1
Ank2,Sap47,1
Ank2,Sema1a,1
Ank2,Sh,1
Ank2,Shal,1
Ank2,Slip1,1
Ank2,Snap25,1
Ank2,Spn,1
Ank2,Spred,1
Ank2,Srrm234,1
Ank2,Syn,1
Ank2,Syt1,1
Ank2,Syt4,1
Ank2,Syt7,1
Ank2,Syx1A,1
Ank2,Ten-a,1
Ank2,Tet,1
Ank2,Tob,1
Ank2,Tomosyn,1
Ank2,Uhg5,1
Ank2,Vha44,1
Ank2,aPKC,1
Ank2,amon,1
Ank2,anne,1
Ank2,bol,1
Ank2,brat,1
Ank2,brp,1
Ank2,cac,1
Ank2,capu,1
Ank2,cass,1
Ank2,caz,1
Ank2,chinmo,1
Ank2,chn,1
Ank2,cindr,1
Ank2,cpo,1
Ank2,cpx,1
Ank2,ctp,1
Ank2,dlg1,1
Ank2,dpr7,1
Ank2,dpr9,1
Ank2,dtn,1
Ank2,dysc,1
Ank2,eIF4EHP,1
Ank2,elav,1
Ank2,enc,1
Ank2,ewg,1
Ank2,ftz-f1,1
Ank2,futsch,1
Ank2,g,1
Ank2,hig,1
Ank2,hiw,1
Ank2,hwt,1
Ank2,inaE,1
Ank2,jim,1
Ank2,jus,1
Ank2,kcc,1
Ank2,kek1,1
Ank2,kirre,1
Ank2,l(3)80Fg,1
Ank2,l(3)neo38,1
Ank2,lncRNA:CR31451,1
Ank2,lncRNA:CR46006,1
Ank2,lncRNA:noe,1
Ank2,mamo,1
Ank2,mbl,1
Ank2,mei-P26,1
Ank2,miple1,1
Ank2,msi,1
Ank2,mtd,1
Ank2,mub,1
Ank2,mura,1
Ank2,nAChRalpha4,1
Ank2,nSyb,1
Ank2,nmo,1
Ank2,nonA,1
Ank2,nrv3,1
Ank2,nwk,1
Ank2,onecut,1
Ank2,orb2,1
Ank2,pan,1
Ank2,para,1
Ank2,pum,1
Ank2,qkr58E-1,1
Ank2,qvr,1
Ank2,rut,1
Ank2,sbr,1
Ank2,scrt,1
Ank2,shakB,1
Ank2,shep,1
Ank2,shi,1
Ank2,sima,1
Ank2,slo,1
Ank2,sm,1
Ank2,sno,1
Ank2,ssx,1
Ank2,stai,1
Ank2,su(w[a]),1
Ank2,tau,1
Ank2,trio,1
Ank2,ttv,1
Ank2,unc-104,1
Ank2,unc-119,1
Ank2,unc-13,1
Ank2,unk,1
Ank2,wech,1
Appl,Asator,1
Appl,Atpalpha,1
Appl,B52,1
Appl,Bacc,1
Appl,CASK,1
Appl,CG10077,1
Appl,CG10082,1
Appl,CG11122,1
Appl,CG11155,1
Appl,CG11360,1
Appl,CG11537,1
Appl,CG12605,1
Appl,CG12991,1
Appl,CG13928,1
Appl,CG14408,1
Appl,Prp39,1
Appl,aus,1
Appl,CG17684,1
Appl,CG17715,1
Appl,CG17816,1
Appl,CG2225,1
Appl,CG2269,1
Appl,CG31140,1
Appl,CG31211,1
Appl,CG31221,1
Appl,CG31712,1
Appl,CG3198,1
Appl,CG32017,1
Appl,CG32206,1
Appl,CG32432,1
Appl,CG32647,1
Appl,CG32767,1
Appl,CG32809,1
Appl,CG33181,1
Appl,Dora,1
Appl,CG40498,1
Appl,CG41378,1
Appl,CG42238,1
Appl,CG42268,1
Appl,CG42322,1
Appl,CG42340,1
Appl,CG42450,1
Appl,CG43066,1
Appl,hbt,1
Appl,CG43867,1
Appl,CG44247,1
Appl,CG4467,1
Appl,CG4577,1
Appl,stol,1
Appl,CG46385,1
Appl,CG4887,1
Appl,CG5746,1
Appl,CG6329,1
Appl,Ciz1,1
Appl,CG9932,1
Appl,Ca-alpha1D,1
Appl,Ca-alpha1T,1
Appl,CaMKI,1
Appl,CaMKII,1
Appl,CadN,1
Appl,Cadps,1
Appl,Cam,1
Appl,Camta,1
Appl,Caper,1
Appl,Cow,1
Appl,Dhit,1
Appl,DopEcR,1
Appl,Dsp1,1
Appl,Dys,1
Appl,EcR,1
Appl,Eip93F,1
Appl,EndoA,1
Appl,Evi5,1
Appl,Fas1,1
Appl,Flo2,1
Appl,FoxP,1
Appl,Galphao,1
Appl,Ggamma30A,1
Appl,Glut4EF,1
Appl,Hasp,1
Appl,His3.3B,1
Appl,Hk,1
Appl,Hrb27C,1
Appl,Hrb98DE,1
Appl,Hs3st-A,1
Appl,IA-2,1
Appl,Jupiter,1
Appl,Kdm4B,1
Appl,Lar,1
Appl,Liprin-gamma,1
Appl,MESK2,1
Appl,MFS17,1
Appl,Maf1,1
Appl,Marf,1
Appl,Mob2,1
Appl,Moca-cyp,1
Appl,Msp300,1
Appl,Myo81F,1
Appl,NaCP60E,1
Appl,NaPi-III,1
Appl,Nadsyn,1
Appl,NfI,1
Appl,Nrx-1,1
Appl,OtopLa,1
Appl,PAN3,1
Appl,PMCA,1
Appl,Pde1c,1
Appl,Pdp1,1
Appl,Pgant2,1
Appl,Pits,1
Appl,Pitslre,1
Appl,Pka-R2,1
Appl,Pkc53E,1
Appl,Prosap,1
Appl,PsGEF,1
Appl,Psi,1
Appl,Ptp99A,1
Appl,Rbp1-like,1
Appl,Rbp6,1
Appl,Rbp9,1
Appl,Reph,1
Appl,RhoGAP19D,1
Appl,RhoGAP93B,1
Appl,RhoGAPp190,1
Appl,Rsf1,1
Appl,SF2,1
Appl,SK,1
Appl,SPoCk,1
Appl,Saf-B,1
Appl,Sap47,1
Appl,Sema1a,1
Appl,Sh,1
Appl,Shal,1
Appl,Slip1,1
Appl,Snap25,1
Appl,Spn,1
Appl,Srrm234,1
Appl,Syn,1
Appl,Syt1,1
Appl,Syt4,1
Appl,Syt7,1
Appl,Syx1A,1
Appl,Ten-a,1
Appl,Tet,1
Appl,Tm1,1
Appl,Tob,1
Appl,Tomosyn,1
Appl,Uhg5,1
Appl,Vha44,1
Appl,Yeti,1
Appl,aPKC,1
Appl,alpha-Man-Ia,1
Appl,amon,1
Appl,anne,1
Appl,aqz,1
Appl,bol,1
Appl,brat,1
Appl,brp,1
Appl,cac,1
Appl,capu,1
Appl,cass,1
Appl,chinmo,1
Appl,chn,1
Appl,cindr,1
Appl,cpo,1
Appl,cpx,1
Appl,csw,1
Appl,ctp,1
Appl,dlg1,1
Appl,dnc,1
Appl,dpr7,1
Appl,dpr9,1
Appl,dtn,1
Appl,dysc,1
Appl,eIF4EHP,1
Appl,elav,1
Appl,enc,1
Appl,ewg,1
Appl,ftz-f1,1
Appl,futsch,1
Appl,fwe,1
Appl,glo,1
Appl,heph,1
Appl,hig,1
Appl,hiw,1
Appl,hth,1
Appl,hwt,1
Appl,inaE,1
Appl,jim,1
Appl,jus,1
Appl,kcc,1
Appl,kek1,1
Appl,kirre,1
Appl,l(3)80Fg,1
Appl,l(3)neo38,1
Appl,lncRNA:CR31451,1
Appl,lncRNA:CR34335,1
Appl,lncRNA:CR46006,1
Appl,lncRNA:alphagamma-element:CR32865,1
Appl,lncRNA:noe,1
Appl,mei-P26,1
Appl,miple1,1
Appl,msi,1
Appl,mtd,1
Appl,mub,1
Appl,mura,1
Appl,nAChRalpha4,1
Appl,nSyb,1
Appl,nmo,1
Appl,nocte,1
Appl,nonA,1
Appl,nrv3,1
Appl,nwk,1
Appl,onecut,1
Appl,orb2,1
Appl,pan,1
Appl,par-1,1
Appl,para,1
Appl,ps,1
Appl,psq,1
Appl,pum,1
Appl,px,1
Appl,qkr58E-1,1
Appl,qvr,1
Appl,rut,1
Appl,sbr,1
Appl,scrt,1
Appl,shakB,1
Appl,shep,1
Appl,sima,1
Appl,sky,1
Appl,slo,1
Appl,sm,1
Appl,sno,1
Appl,ssx,1
Appl,stai,1
Appl,su(w[a]),1
Appl,tau,1
Appl,trio,1
Appl,ttv,1
Appl,unc-104,1
Appl,unc-119,1
Appl,unc-13,1
Appl,unk,1
Appl,wech,1
Arl4,Atg17,1
Arl4,CG31221,1
Arl4,CG42450,1
Arl4,FoxP,1
Arl4,Hasp,1
Arl4,Hs3st-A,1
Arl4,PIP4K,1
Arl4,RhoGAP93B,1
Arl4,cac,1
Arl4,ftz-f1,1
Arl4,miple1,1
Arl4,nmo,1
Arr1,Arr2,1
Arr1,CASK,1
Arr1,aus,1
Arr1,CG17684,1
Arr1,CG17698,1
Arr1,CG31221,1
Arr1,CG32017,1
Arr1,CG32206,1
Arr1,CG40498,1
Arr1,CG41378,1
Arr1,CG42238,1
Arr1,CG43867,1
Arr1,CG4467,1
Arr1,stol,1
Arr1,CG46385,1
Arr1,CG6329,1
Arr1,CaMKII,1
Arr1,Cadps,1
Arr1,Cirl,1
Arr1,Dbp80,1
Arr1,Dys,1
Arr1,FoxP,1
Arr1,Galphao,1
Arr1,Ggamma30A,1
Arr1,Gprk1,1
Arr1,Hasp,1
Arr1,Hs3st-A,1
Arr1,IA-2,1
Arr1,Lar,1
Arr1,Liprin-gamma,1
Arr1,Lk6,1
Arr1,MFS17,1
Arr1,Maf1,1
Arr1,Mob2,1
