module.id	SYMBOL	FLYBASE	GENENAME	phylostrata	phylostrata_name
1	RhoGAP93B	FBgn0038853	Rho GTPase activating protein at 93B	2	Eukaryota
1	CG7029	FBgn0039026	uncharacterized protein	8	Arthropoda
1	Tsp97E	FBgn0039465	Tetraspanin 97E	2	Eukaryota
1	Ac3	FBgn0023416	Adenylate cyclase 3	1	cellular_organisms
1	CG30116	FBgn0028496	uncharacterized protein	1	cellular_organisms
1	stau	FBgn0003520	staufen	4	Metazoa
1	Pkc53E	FBgn0003091	Protein C kinase 53E	1	cellular_organisms
1	unc-104	FBgn0267002	uncoordinated-104	2	Eukaryota
1	Alk	FBgn0040505	Anaplastic lymphoma kinase	1	cellular_organisms
1	CG6329	FBgn0033872	uncharacterized protein	2	Eukaryota
1	jeb	FBgn0086677	jelly belly	7	Protostomia
1	LTV1	FBgn0027525	LTV1 ribosome biogenesis factor	2	Eukaryota
1	Galphao	FBgn0001122	G protein alpha o subunit	1	cellular_organisms
1	Mmp2	FBgn0033438	Matrix metalloproteinase 2	1	cellular_organisms
1	Corin	FBgn0033192	corin	1	cellular_organisms
1	CaMKI	FBgn0016126	Calcium/calmodulin-dependent protein kinase I	1	cellular_organisms
1	onecut	FBgn0028996	onecut	4	Metazoa
1	lgs	FBgn0039907	legless	7	Protostomia
1	Vap33	FBgn0029687	VAMP-associated protein 33kDa	2	Eukaryota
1	Plc21C	FBgn0004611	Phospholipase C at 21C	2	Eukaryota
1	Frq1	FBgn0030897	Frequenin 1	1	cellular_organisms
1	CadN	FBgn0015609	Cadherin-N	1	cellular_organisms
1	Ih	FBgn0263397	I[[h]] channel	1	cellular_organisms
1	CG4467	FBgn0039064	uncharacterized protein	1	cellular_organisms
1	side-VI	FBgn0083950	sidestep VI	1	cellular_organisms
1	shakB	FBgn0085387	shaking B	4	Metazoa
1	Pvf3	FBgn0085407	PDGF- and VEGF-related factor 3	6	Bilateria
1	NFAT	FBgn0030505	NFAT nuclear factor	4	Metazoa
1	Liprin-gamma	FBgn0034720	Liprin-gamma	2	Eukaryota
1	CG17816	FBgn0037525	uncharacterized protein	8	Arthropoda
1	jus	FBgn0039647	julius seizure	8	Arthropoda
1	Rbp6	FBgn0260943	RNA-binding protein 6	1	cellular_organisms
1	l(3)80Fg	FBgn0287183	lethal (3) 80Fg	1	cellular_organisms
1	CG10804	FBgn0029663	uncharacterized protein	1	cellular_organisms
1	qvr	FBgn0260499	quiver	7	Protostomia
1	Pits	FBgn0030400	Protein interacting with Ttk69 and Sin3A	4	Metazoa
1	RhoGAP71E	FBgn0036518	Rho GTPase activating protein at 71E	2	Eukaryota
1	inaE	FBgn0261244	inactivation no afterpotential E	2	Eukaryota
1	CG42260	FBgn0259145	uncharacterized protein	1	cellular_organisms
1	kis	FBgn0266557	kismet	1	cellular_organisms
1	CG42392	FBgn0259738	uncharacterized protein	12	Drosophila
1	wech	FBgn0259745	wech	1	cellular_organisms
1	Tomosyn	FBgn0030412	tomosyn	1	cellular_organisms
1	OtopLa	FBgn0259994	Otopetrin-like a	5	Eumetazoa
1	eIF4EHP	FBgn0053100	eukaryotic translation initiation factor 4E homologous protein	2	Eukaryota
1	Camta	FBgn0287478	Calmodulin-binding transcription activator	2	Eukaryota
1	dpr12	FBgn0085414	defective proboscis extension response 12	4	Metazoa
1	ATPCL	FBgn0020236	ATP citrate lyase	1	cellular_organisms
1	Teh2	FBgn0035505	tipE homolog 2	9	Pancrustacea
1	Nlg3	FBgn0083963	Neuroligin 3	1	cellular_organisms
1	CG42541	FBgn0260658	uncharacterized protein	1	cellular_organisms
1	Dhit	FBgn0028743	Double hit	2	Eukaryota
1	dlg1	FBgn0001624	discs large 1	3	Opisthokonta
1	IA-2	FBgn0031294	IA-2 protein tyrosine phosphatase	1	cellular_organisms
1	NaPi-III	FBgn0260795	Na[+]-dependent inorganic phosphate cotransporter type III	1	cellular_organisms
1	Rab26	FBgn0086913	Rab26	1	cellular_organisms
1	Rtnl1	FBgn0053113	Reticulon-like1	2	Eukaryota
1	unc79	FBgn0038693	uncoordinated 79	3	Opisthokonta
1	nAChRalpha7	FBgn0086778	nicotinic Acetylcholine Receptor alpha7	1	cellular_organisms
1	Hasp	FBgn0032797	Hig-anchoring scaffold protein	2	Eukaryota
1	RhoGAP100F	FBgn0039883	Rho GTPase activating protein at 100F	2	Eukaryota
1	Srrm234	FBgn0035253	Serine-arginine repetitive matrix 2/3/4	2	Eukaryota
1	Ptp99A	FBgn0004369	Protein tyrosine phosphatase 99A	1	cellular_organisms
1	Rap1	FBgn0004636	Rap1 GTPase	1	cellular_organisms
1	CG42750	FBgn0261804	uncharacterized protein	1	cellular_organisms
1	Nckx30C	FBgn0028704	Nckx30C	1	cellular_organisms
1	pros	FBgn0004595	prospero	6	Bilateria
1	Spn	FBgn0010905	Spinophilin	3	Opisthokonta
1	SF2	FBgn0283477	Splicing factor 2	1	cellular_organisms
1	GABA-B-R1	FBgn0260446	metabotropic GABA-B receptor subtype 1	1	cellular_organisms
1	CG14762	FBgn0033250	uncharacterized protein	1	cellular_organisms
1	CG43066	FBgn0262476	uncharacterized protein	1	cellular_organisms
1	smog	FBgn0051660	smog	2	Eukaryota
1	mub	FBgn0262737	mushroom-body expressed	2	Eukaryota
1	CG42540	FBgn0260657	uncharacterized protein	1	cellular_organisms
1	Rim	FBgn0053547	Rab3 interacting molecule	2	Eukaryota
1	brp	FBgn0259246	bruchpilot	1	cellular_organisms
1	Rbfox1	FBgn0052062	RNA-binding Fox protein 1	1	cellular_organisms
1	CanA-14F	FBgn0267912	Calcineurin A at 14F	1	cellular_organisms
1	msi	FBgn0011666	musashi	1	cellular_organisms
1	CG4612	FBgn0035016	uncharacterized protein	1	cellular_organisms
1	Gfrl	FBgn0262869	Glial cell line-derived neurotrophic family receptor-like	6	Bilateria
1	CG42668	FBgn0261550	uncharacterized protein	2	Eukaryota
1	heph	FBgn0011224	hephaestus	2	Eukaryota
1	dpr14	FBgn0029974	defective proboscis extension response 14	4	Metazoa
1	Appl	FBgn0000108	beta amyloid protein precursor-like	4	Metazoa
1	Cadps	FBgn0053653	Calcium-dependent secretion activator	4	Metazoa
1	slgA	FBgn0003423	sluggish A	1	cellular_organisms
1	RSG7	FBgn0024941	Regulator of G-protein signaling 7	2	Eukaryota
1	CG32809	FBgn0023531	uncharacterized protein	4	Metazoa
1	CanB	FBgn0010014	Calcineurin B	1	cellular_organisms
1	unc-13	FBgn0025726	unc-13	2	Eukaryota
1	shep	FBgn0052423	alan shepard	1	cellular_organisms
1	CG40498	FBgn0069969	uncharacterized protein	10	Insecta
1	CG11000	FBgn0263353	uncharacterized protein	6	Bilateria
1	jef	FBgn0033958	jet fuel	1	cellular_organisms
1	CG33543	FBgn0053543	uncharacterized protein	4	Metazoa
1	Con	FBgn0005775	Connectin	1	cellular_organisms
1	Ca-beta	FBgn0259822	Ca2+-channel-protein-beta-subunit	3	Opisthokonta
1	cindr	FBgn0027598	CIN85 and CD2AP related	2	Eukaryota
1	aPKC	FBgn0261854	atypical protein kinase C	1	cellular_organisms
1	Sema1a	FBgn0011259	Semaphorin 1a	4	Metazoa
1	beat-IIIb	FBgn0053179	beaten path IIIb	8	Arthropoda
1	CG4230	FBgn0031683	uncharacterized protein	10	Insecta
1	Stacl	FBgn0263980	Stac-like	2	Eukaryota
1	CG31221	FBgn0051221	uncharacterized protein	4	Metazoa
1	Pde6	FBgn0038237	Phosphodiesterase 6	1	cellular_organisms
1	Teh1	FBgn0037766	tipE homolog 1	9	Pancrustacea
1	Atox1	FBgn0052446	Antioxidant 1 copper chaperone	1	cellular_organisms
1	l(3)neo38	FBgn0265276	lethal (3) neo38	1	cellular_organisms
1	CG31688	FBgn0263355	uncharacterized protein	1	cellular_organisms
1	Rbp9	FBgn0010263	RNA-binding protein 9	1	cellular_organisms
1	Flo2	FBgn0264078	Flotillin 2	1	cellular_organisms
1	BicD	FBgn0000183	Bicaudal D	4	Metazoa
1	NaCP60E	FBgn0085434	Na channel protein 60E	1	cellular_organisms
1	CG43737	FBgn0263994	uncharacterized protein	10	Insecta
1	cpo	FBgn0263995	couch potato	2	Eukaryota
1	nAChRalpha1	FBgn0000036	nicotinic Acetylcholine Receptor alpha1	1	cellular_organisms
1	Dscam2	FBgn0265296	Down syndrome cell adhesion molecule 2	1	cellular_organisms
1	CASK	FBgn0013759	CASK	1	cellular_organisms
1	Pde9	FBgn0259171	Phosphodiesterase 9	2	Eukaryota
1	CG32206	FBgn0052206	uncharacterized protein	5	Eumetazoa
1	CG42340	FBgn0259242	uncharacterized protein	1	cellular_organisms
1	CG16779	FBgn0037698	uncharacterized protein	1	cellular_organisms
1	CG42268	FBgn0259163	uncharacterized protein	10	Insecta
1	CG2993	FBgn0037521	uncharacterized protein	2	Eukaryota
1	Pdcd4	FBgn0030520	Programmed cell death 4	2	Eukaryota
1	bol	FBgn0011206	boule	1	cellular_organisms
1	Mid1	FBgn0053988	Mid1	9	Pancrustacea
1	SPoCk	FBgn0052451	Secretory Pathway Calcium atpase	1	cellular_organisms
1	CG4577	FBgn0031306	uncharacterized protein	11	Diptera
1	hwt	FBgn0264542	heavyweight	3	Opisthokonta
1	CG32544	FBgn0052544	uncharacterized protein	10	Insecta
1	ttv	FBgn0265974	tout-velu	1	cellular_organisms
1	enc	FBgn0004875	encore	2	Eukaryota
1	nrv3	FBgn0032946	nervana 3	4	Metazoa
1	Glut1	FBgn0264574	Glucose transporter 1	1	cellular_organisms
1	PsGEF	FBgn0264598	Protostome-specific GEF	2	Eukaryota
1	Dscam4	FBgn0263219	Down syndrome cell adhesion molecule 4	1	cellular_organisms
1	RhoGAPp190	FBgn0026375	Rho GTPase activating protein p190	2	Eukaryota
1	Cals	FBgn0039928	Calsyntenin-1	1	cellular_organisms
1	Rdl	FBgn0004244	Resistant to dieldrin	1	cellular_organisms
1	klar	FBgn0001316	klarsicht	7	Protostomia
1	Tet	FBgn0263392	Ten-Eleven Translocation (TET) family protein	4	Metazoa
1	CG31324	FBgn0051324	uncharacterized protein	11	Diptera
1	ps	FBgn0261552	pasilla	2	Eukaryota
1	dpr7	FBgn0053481	defective proboscis extension response 7	6	Bilateria
1	Nrx-1	FBgn0038975	Neurexin 1	3	Opisthokonta
1	dpr21	FBgn0260995	defective proboscis extension response 21	6	Bilateria
1	cpx	FBgn0041605	complexin	9	Pancrustacea
1	St3	FBgn0265052	Sulfotransferase 3	1	cellular_organisms
1	Cow	FBgn0039054	Carrier of Wingless	4	Metazoa
1	CG5890	FBgn0039380	uncharacterized protein	1	cellular_organisms
1	CG6044	FBgn0034725	uncharacterized protein	11	Diptera
1	dtn	FBgn0262730	detonator	3	Opisthokonta
1	mmd	FBgn0259110	mind-meld	2	Eukaryota
1	mei-P26	FBgn0026206	meiotic P26	1	cellular_organisms
1	CG32647	FBgn0052647	uncharacterized protein	6	Bilateria
1	Sdc	FBgn0010415	Syndecan	4	Metazoa
1	Dop2R	FBgn0053517	Dopamine 2-like receptor	4	Metazoa
1	CG43867	FBgn0264449	uncharacterized protein	2	Eukaryota
1	dpr8	FBgn0052600	defective proboscis extension response 8	4	Metazoa
1	GluClalpha	FBgn0024963	GluClalpha	1	cellular_organisms
1	Nlg2	FBgn0031866	Neuroligin 2	1	cellular_organisms
1	CG7646	FBgn0036926	uncharacterized protein	1	cellular_organisms
1	nwk	FBgn0263456	nervous wreck	2	Eukaryota
1	CG12071	FBgn0039808	uncharacterized protein	1	cellular_organisms
1	dpr6	FBgn0040823	defective proboscis extension response 6	4	Metazoa
1	CG32017	FBgn0052017	uncharacterized protein	9	Pancrustacea
1	Cngl	FBgn0263257	Cyclic nucleotide-gated ion channel-like	1	cellular_organisms
1	CG42795	FBgn0261928	uncharacterized protein	2	Eukaryota
1	mspo	FBgn0020269	M-spondin	1	cellular_organisms
1	Hs3st-A	FBgn0053147	Heparan sulfate 3-O sulfotransferase-A	1	cellular_organisms
1	mamo	FBgn0267033	maternal gene required for meiosis	1	cellular_organisms
1	dpr9	FBgn0038282	defective proboscis extension response 9	4	Metazoa
1	Ten-a	FBgn0267001	Tenascin accessory	1	cellular_organisms
1	Ggamma30A	FBgn0267252	G protein subunit gamma at 30A	5	Eumetazoa
1	kek1	FBgn0015399	kekkon 1	1	cellular_organisms
1	CG13917	FBgn0035237	uncharacterized protein	4	Metazoa
1	tutl	FBgn0010473	turtle	1	cellular_organisms
2	Smox	FBgn0025800	Smad on X	4	Metazoa
2	His3.3B	FBgn0004828	Histone H3.3B	1	cellular_organisms
2	CG17841	FBgn0028480	uncharacterized protein	2	Eukaryota
2	CG2852	FBgn0034753	uncharacterized protein	1	cellular_organisms
2	CG13551	FBgn0040660	uncharacterized protein	4	Metazoa
2	Galphas	FBgn0001123	G protein alpha s subunit	2	Eukaryota
2	eEF5	FBgn0285952	eukaryotic translation elongation factor 5	1	cellular_organisms
2	CG30172	FBgn0050172	uncharacterized protein	1	cellular_organisms
2	CG3257	FBgn0034978	uncharacterized protein	10	Insecta
2	CG12038	FBgn0035179	uncharacterized protein	4	Metazoa
2	CG1927	FBgn0027547	uncharacterized protein	10	Insecta
2	Non2	FBgn0035370	Novel nucleolar protein 2	1	cellular_organisms
2	Scamp	FBgn0040285	scamp	2	Eukaryota
2	CG9919	FBgn0030742	uncharacterized protein	10	Insecta
2	CDC50	FBgn0030752	CDC50	2	Eukaryota
2	CG9132	FBgn0030791	uncharacterized protein	2	Eukaryota
2	Sec61gamma	FBgn0031049	Sec61 gamma subunit	1	cellular_organisms
2	NUCB1	FBgn0052190	NUCB1	3	Opisthokonta
2	CG7484	FBgn0036745	uncharacterized protein	2	Eukaryota
2	fax	FBgn0014163	failed axon connections	1	cellular_organisms
2	CG5027	FBgn0036579	uncharacterized protein	1	cellular_organisms
2	Prosbeta2	FBgn0023174	Proteasome beta2 subunit	1	cellular_organisms
2	Uev1A	FBgn0035601	Ubiquitin-conjugating enzyme variant 1A	2	Eukaryota
2	Klp64D	FBgn0004380	Kinesin-like protein at 64D	2	Eukaryota
2	Taf10b	FBgn0026324	TBP-associated factor 10b	2	Eukaryota
2	CG9391	FBgn0037063	uncharacterized protein	1	cellular_organisms
2	Dad1	FBgn0263852	Defender against apoptotic cell death 1	2	Eukaryota
2	CG4658	FBgn0032170	uncharacterized protein	2	Eukaryota
2	eEF1delta	FBgn0032198	eukaryotic translation elongation factor 1 delta	2	Eukaryota
2	CG33129	FBgn0053129	uncharacterized protein	4	Metazoa
2	loqs	FBgn0032515	loquacious	1	cellular_organisms
2	Swip-1	FBgn0032731	Swiprosin-1	1	cellular_organisms
2	CG10098	FBgn0037472	uncharacterized protein	1	cellular_organisms
2	twr	FBgn0262801	twisted bristles roughened eye	1	cellular_organisms
2	eca	FBgn0069242	eclair	2	Eukaryota
2	Desat1	FBgn0086687	Desaturase 1	1	cellular_organisms
2	Manf	FBgn0027095	Mesencephalic astrocyte-derived neurotrophic factor	2	Eukaryota
2	14-3-3epsilon	FBgn0020238	14-3-3epsilon	2	Eukaryota
2	Rab11	FBgn0015790	Rab11	1	cellular_organisms
2	Spase22-23	FBgn0039172	Spase 22/23-subunit	2	Eukaryota
2	Nf1	FBgn0015269	Neurofibromin 1	2	Eukaryota
2	amon	FBgn0023179	amontillado	1	cellular_organisms
2	Spase12	FBgn0040623	Spase 12-subunit	2	Eukaryota
2	Pcd	FBgn0024841	pterin-4a-carbinolamine dehydratase	1	cellular_organisms
2	Nlp	FBgn0016685	Nucleoplasmin	4	Metazoa
2	CG9646	FBgn0034184	uncharacterized protein	2	Eukaryota
2	Ric	FBgn0265605	Ras-related protein interacting with calmodulin	1	cellular_organisms
2	Flo1	FBgn0024754	Flotillin 1	1	cellular_organisms
2	Cp1	FBgn0013770	Cysteine proteinase-1	1	cellular_organisms
2	CG8860	FBgn0033691	uncharacterized protein	1	cellular_organisms
2	ERp60	FBgn0033663	Endoplasmic reticulum p60	1	cellular_organisms
2	pnut	FBgn0013726	peanut	2	Eukaryota
2	Lpin	FBgn0263593	Lipin	1	cellular_organisms
2	CG8726	FBgn0033244	uncharacterized protein	1	cellular_organisms
2	Rpt1	FBgn0028687	Regulatory particle triple-A ATPase 1	1	cellular_organisms
2	boca	FBgn0004132	boca	3	Opisthokonta
2	PlexA	FBgn0025741	Plexin A	1	cellular_organisms
2	CG3566	FBgn0029854	uncharacterized protein	1	cellular_organisms
2	Nmda1	FBgn0013305	N-methyl-D-aspartate receptor-associated protein	1	cellular_organisms
2	Tm1	FBgn0003721	Tropomyosin 1	3	Opisthokonta
2	Gbeta13F	FBgn0001105	G protein beta-subunit 13F	1	cellular_organisms
2	Ptpmeg2	FBgn0028341	Protein tyrosine phosphatase Meg2	1	cellular_organisms
2	Df31	FBgn0022893	Decondensation factor 31	11	Diptera
2	7B2	FBgn0041707	7B2	4	Metazoa
2	Cnx99A	FBgn0015622	Calnexin 99A	2	Eukaryota
2	CG42336	FBgn0259238	uncharacterized protein	11	Diptera
2	Arf79F	FBgn0010348	ADP ribosylation factor at 79F	1	cellular_organisms
2	mtgo	FBgn0259735	miles to go	1	cellular_organisms
2	CG12194	FBgn0031636	uncharacterized protein	1	cellular_organisms
2	Alg-2	FBgn0086378	Apoptosis-linked gene-2	1	cellular_organisms
2	ReepB	FBgn0033906	Receptor expression enhancing protein B	2	Eukaryota
2	poly	FBgn0086371	poly	3	Opisthokonta
2	CG2269	FBgn0033484	uncharacterized protein	7	Protostomia
2	CG5174	FBgn0034345	uncharacterized protein	4	Metazoa
2	CG43324	FBgn0263029	uncharacterized protein	4	Metazoa
2	Mob4	FBgn0259483	MOB kinase activator 4	2	Eukaryota
2	Xbp1	FBgn0021872	X box binding protein-1	2	Eukaryota
2	Cirl	FBgn0033313	Calcium-independent receptor for alpha-latrotoxin	2	Eukaryota
2	Spred	FBgn0020767	Sprouty-related protein with EVH-1 domain	4	Metazoa
2	vsg	FBgn0045823	visgun	4	Metazoa
2	CG30389	FBgn0050389	uncharacterized protein	3	Opisthokonta
2	CG31140	FBgn0051140	uncharacterized protein	1	cellular_organisms
2	CG11151	FBgn0030519	uncharacterized protein	1	cellular_organisms
2	Fer2LCH	FBgn0015221	Ferritin 2 light chain homologue	2	Eukaryota
2	Fer1HCH	FBgn0015222	Ferritin 1 heavy chain homologue	1	cellular_organisms
2	dpr19	FBgn0032233	defective proboscis extension response 19	6	Bilateria
2	tow	FBgn0035719	target of wingless	10	Insecta
2	CG42748	FBgn0261802	uncharacterized protein	3	Opisthokonta
2	CG3262	FBgn0032986	uncharacterized protein	1	cellular_organisms
2	E2f1	FBgn0011766	E2F transcription factor 1	2	Eukaryota
2	CG31064	FBgn0051064	uncharacterized protein	1	cellular_organisms
2	Spase25	FBgn0030306	Spase 25-subunit	2	Eukaryota
2	Nedd8	FBgn0032725	Nedd8	1	cellular_organisms
2	svr	FBgn0004648	silver	1	cellular_organisms
2	Gdi	FBgn0004868	GDP dissociation inhibitor	1	cellular_organisms
2	CG5532	FBgn0034902	uncharacterized protein	3	Opisthokonta
2	Pdi	FBgn0286818	Protein disulfide isomerase	1	cellular_organisms
2	Pal2	FBgn0262728	Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 2	1	cellular_organisms
3	ND-MLRQ	FBgn0052230	NADH dehydrogenase (ubiquinone) MLRQ subunit	2	Eukaryota
3	CG13365	FBgn0029529	uncharacterized protein	9	Pancrustacea
3	CG3719	FBgn0024986	uncharacterized protein	1	cellular_organisms
3	Coa8	FBgn0029594	Cytochrome c oxidase assembly factor 8	3	Opisthokonta
3	mRpL16	FBgn0023519	mitochondrial ribosomal protein L16	1	cellular_organisms
3	CG14817	FBgn0026089	uncharacterized protein	6	Bilateria
3	ND-B14.5A	FBgn0025839	NADH dehydrogenase (ubiquinone) B14.5 A subunit	3	Opisthokonta
3	eIF3g1	FBgn0029629	eukaryotic translation initiation factor 3 subunit g1	1	cellular_organisms
3	mRpL33	FBgn0040907	mitochondrial ribosomal protein L33	6	Bilateria
3	mRpL30	FBgn0029718	mitochondrial ribosomal protein L30	4	Metazoa
3	Usf	FBgn0029711	Usf	4	Metazoa
3	Pdha	FBgn0028325	Pyruvate dehydrogenase E1 alpha subunit	1	cellular_organisms
3	CG15771	FBgn0029801	uncharacterized protein	1	cellular_organisms
3	kdn	FBgn0261955	knockdown	1	cellular_organisms
3	Fum1	FBgn0286222	Fumarase 1	1	cellular_organisms
3	Coq7	FBgn0029502	Coenzyme Q7	1	cellular_organisms
3	ND-ASHI	FBgn0029888	NADH dehydrogenase (ubiquinone) ASHI subunit	4	Metazoa
3	Trxr-1	FBgn0020653	Thioredoxin reductase-1	1	cellular_organisms
3	ND-75	FBgn0017566	NADH dehydrogenase (ubiquinone) 75 kDa subunit	1	cellular_organisms
3	CG9034	FBgn0040931	uncharacterized protein	10	Insecta
3	Hex-A	FBgn0001186	Hexokinase A	1	cellular_organisms
3	ATPsyndelta	FBgn0028342	ATP synthase, delta subunit	1	cellular_organisms
3	Neb-cGP	FBgn0083167	Neb-cGP	6	Bilateria
3	ND-B14.7	FBgn0034576	NADH dehydrogenase (ubiquinone) B14.7 subunit	4	Metazoa
3	mRpL54	FBgn0034579	mitochondrial ribosomal protein L54	2	Eukaryota
3	bonsai	FBgn0026261	bonsai	1	cellular_organisms
3	blw	FBgn0011211	bellwether	1	cellular_organisms
3	roh	FBgn0250838	reduction of Rh1	7	Protostomia
3	levy	FBgn0034877	levy	3	Opisthokonta
3	mRpL43	FBgn0034893	mitochondrial ribosomal protein L43	2	Eukaryota
3	CG5569	FBgn0034919	uncharacterized protein	1	cellular_organisms
3	Alas	FBgn0020764	Aminolevulinate synthase	1	cellular_organisms
3	Xxylt	FBgn0034959	Xyloside xylosyltransferase	3	Opisthokonta
3	mRpS17	FBgn0034986	mitochondrial ribosomal protein S17	5	Eumetazoa
3	ATPsynF	FBgn0035032	ATP synthase, subunit F	4	Metazoa
3	Tina-1	FBgn0035083	Troponin C-akin-1	1	cellular_organisms
3	hfp	FBgn0028577	half pint	1	cellular_organisms
3	CG12084	FBgn0043458	uncharacterized protein	3	Opisthokonta
3	Pcyt1	FBgn0041342	Phosphocholine cytidylyltransferase 1	1	cellular_organisms
3	CG8993	FBgn0035334	uncharacterized protein	1	cellular_organisms
3	CG16986	FBgn0035356	uncharacterized protein	1	cellular_organisms
3	CG32278	FBgn0052278	uncharacterized protein	12	Drosophila
3	ND-30	FBgn0266582	NADH dehydrogenase (ubiquinone) 30 kDa subunit	1	cellular_organisms
3	CG32267	FBgn0052267	uncharacterized protein	11	Diptera
3	mge	FBgn0035473	maggie	3	Opisthokonta
3	CG1265	FBgn0035517	uncharacterized protein	2	Eukaryota
3	sesB	FBgn0003360	stress-sensitive B	1	cellular_organisms
3	Hsp60A	FBgn0015245	Heat shock protein 60A	1	cellular_organisms
3	CG11752	FBgn0030292	uncharacterized protein	10	Insecta
3	Tim8	FBgn0027359	Tim8	2	Eukaryota
3	CG11699	FBgn0030311	uncharacterized protein	5	Eumetazoa
3	mRpL49	FBgn0030433	mitochondrial ribosomal protein L49	2	Eukaryota
3	comt	FBgn0000346	comatose	1	cellular_organisms
3	CG1640	FBgn0030478	uncharacterized protein	1	cellular_organisms
3	Tim9a	FBgn0030480	Tim9a	2	Eukaryota
3	mRpS25	FBgn0030572	mitochondrial ribosomal protein S25	3	Opisthokonta
3	ND-B18	FBgn0030605	NADH dehydrogenase (ubiquinone) B18 subunit	2	Eukaryota
3	CG14407	FBgn0030584	uncharacterized protein	1	cellular_organisms
3	CG8206	FBgn0030679	uncharacterized protein	2	Eukaryota
3	CG15916	FBgn0030704	uncharacterized protein	1	cellular_organisms
3	ND-20	FBgn0030718	NADH dehydrogenase (ubiquinone) 20 kDa subunit	1	cellular_organisms
3	MSBP	FBgn0030703	membrane steroid binding protein	1	cellular_organisms
3	UQCR-14	FBgn0030733	Ubiquinol-cytochrome c reductase 14 kDa subunit	2	Eukaryota
3	eIF2alpha	FBgn0261609	eukaryotic translation initiation factor 2 subunit alpha	1	cellular_organisms
3	mRpL22	FBgn0030786	mitochondrial ribosomal protein L22	1	cellular_organisms
3	Chchd2	FBgn0260747	Coiled-coil-helix-coiled-coil-helix domain containing 2	3	Opisthokonta
3	ND-18	FBgn0031021	NADH dehydrogenase (ubiquinone) 18 kDa subunit	1	cellular_organisms
